"SITE_ID","SITE_LON","SITE_LAT","TC_LON","TC_LAT","TC_LON_IND","TC_LAT_IND","PDSI_Spring_1991_mean","PDSI_Summer_1991_mean","PDSI_Fall_1991_mean","PDSI_Spring_1992_mean","PDSI_Summer_1992_mean","PDSI_Fall_1992_mean","PDSI_Spring_1993_mean","PDSI_Summer_1993_mean","PDSI_Fall_1993_mean","PDSI_Spring_1994_mean","PDSI_Summer_1994_mean","PDSI_Fall_1994_mean","PDSI_Spring_1995_mean","PDSI_Summer_1995_mean","PDSI_Fall_1995_mean","PDSI_Spring_1996_mean","PDSI_Summer_1996_mean","PDSI_Fall_1996_mean","PDSI_Spring_1997_mean","PDSI_Summer_1997_mean","PDSI_Fall_1997_mean","PDSI_Spring_1998_mean","PDSI_Summer_1998_mean","PDSI_Fall_1998_mean","PDSI_Spring_1999_mean","PDSI_Summer_1999_mean","PDSI_Fall_1999_mean","PDSI_Spring_2000_mean","PDSI_Summer_2000_mean","PDSI_Fall_2000_mean","PDSI_Spring_2001_mean","PDSI_Summer_2001_mean","PDSI_Fall_2001_mean","PDSI_Spring_2002_mean","PDSI_Summer_2002_mean","PDSI_Fall_2002_mean","PDSI_Spring_2003_mean","PDSI_Summer_2003_mean","PDSI_Fall_2003_mean","PDSI_Spring_2004_mean","PDSI_Summer_2004_mean","PDSI_Fall_2004_mean","PDSI_Spring_2005_mean","PDSI_Summer_2005_mean","PDSI_Fall_2005_mean","PDSI_Spring_2006_mean","PDSI_Summer_2006_mean","PDSI_Fall_2006_mean","PDSI_Spring_2007_mean","PDSI_Summer_2007_mean","PDSI_Fall_2007_mean","PDSI_Spring_2008_mean","PDSI_Summer_2008_mean","PDSI_Fall_2008_mean","PDSI_Spring_2009_mean","PDSI_Summer_2009_mean","PDSI_Fall_2009_mean","PDSI_Spring_2010_mean","PDSI_Summer_2010_mean","PDSI_Fall_2010_mean","PDSI_Spring_2011_mean","PDSI_Summer_2011_mean","PDSI_Fall_2011_mean","PDSI_Spring_2012_mean","PDSI_Summer_2012_mean","PDSI_Fall_2012_mean","PDSI_Spring_2013_mean","PDSI_Summer_2013_mean","PDSI_Fall_2013_mean","PDSI_Spring_2014_mean","PDSI_Summer_2014_mean","PDSI_Fall_2014_mean","PDSI_Spring_2015_mean","PDSI_Summer_2015_mean","PDSI_Fall_2015_mean","PDSI_Spring_2016_mean","PDSI_Summer_2016_mean","PDSI_Fall_2016_mean","PDSI_Spring_2017_mean","PDSI_Summer_2017_mean","PDSI_Fall_2017_mean","PDSI_Spring_2018_mean","PDSI_Summer_2018_mean","PDSI_Fall_2018_mean","PDSI_Spring_2019_mean","PDSI_Summer_2019_mean","PDSI_Fall_2019_mean","PDSI_Spring_2020_mean","PDSI_Summer_2020_mean","PDSI_Fall_2020_mean","PDSI_Spring_2021_mean","PDSI_Summer_2021_mean","PDSI_Fall_2021_mean"
"FR-Pue",3.5957,43.7413,3.60416666666666,43.7291666666667,4407,1111,-2.32,-2.94,-2.94,-3.56333333333333,-1.96333333333333,-1.96333333333333,-1.72666666666667,-1.34,-1.34,1.65333333333333,-1.74,-1.74,0.953333333333333,-1.85666666666667,-1.85666666666667,1.86,1.28666666666667,1.28666666666667,-1.74666666666667,-2.64666666666667,-2.64666666666667,-3.08333333333333,-3.19333333333333,-3.19333333333333,-3.15666666666667,-3.06,-3.06,-1.11,-0.986666666666667,-0.986666666666667,1.41666666666667,-0.403333333333333,-0.403333333333333,-4.16666666666667,-3.11333333333333,-3.11333333333333,-1.22333333333333,-3.10333333333333,-3.10333333333333,1.40333333333333,-1.39666666666667,-1.39666666666667,-3.27666666666667,-4.41666666666667,-4.41666666666667,-2.75333333333333,-4.04333333333333,-4.04333333333333,-5.05666666666667,-4.80666666666667,-4.80666666666667,-5.6,-4.77,-4.77,2.04666666666667,0.21,0.21,-1.11,-1.72333333333333,-1.72333333333333,-1.95,-2.33333333333333,-2.33333333333333,-4.46333333333333,-4.66333333333333,-4.66333333333333,-2.58666666666667,-2.41666666666667,-2.41666666666667,-2.14,-2.09666666666667,-2.09666666666667,0.286666666666667,-1.72,-1.72,-4.16666666666667,-4.8,-4.8,-5.13333333333333,-5.7,-5.7,-3.7,-3.06666666666667,-3.06666666666667,-3.26666666666667,-4.56666666666667,-4.56666666666667,-2.96333333333333,-2.54,-2.54,-4.03666666666667,-4.07,-4.07
"IL-Yat",35.05198851,31.34504459,35.0625,31.3541666666667,5162,1408,-0.763333333333333,0.45,0.45,6.40333333333333,5.31,5.31,2.76666666666667,2.07,2.07,1.05666666666667,0.62,0.62,3.86333333333333,3.00666666666667,3.00666666666667,-1.07333333333333,-1.16,-1.16,1.27333333333333,0.89,0.89,-1.50333333333333,-1.75333333333333,-1.75333333333333,-5.86666666666667,-4.98333333333333,-4.98333333333333,-4.87333333333333,-3.80333333333333,-3.80333333333333,-4.81333333333333,-4.01333333333333,-4.01333333333333,-2.85666666666667,-2.20333333333333,-2.20333333333333,2.11666666666667,1.78333333333333,1.78333333333333,-2.75,-2.53666666666667,-2.53666666666667,-4.91333333333333,-4.26333333333333,-4.26333333333333,-5.25,-4.12,-4.12,-4.55,-3.99666666666667,-3.99666666666667,-5.35666666666667,-4.31,-4.31,-6.45,-5.44,-5.44,-4.36,-3.64333333333333,-3.64333333333333,-5.31333333333333,-4.35,-4.35,-4.16,-3.86,-3.86,-1.94666666666667,-1.4,-1.4,-2.95333333333333,-2.70666666666667,-2.70666666666667,-1.51333333333333,-1.60333333333333,-1.60333333333333,-4,-3.5,-3.5,-5.26666666666667,-4.43333333333333,-4.43333333333333,-4.8,-3.56666666666667,-3.56666666666667,-1,-1.1,-1.1,4.63,4.3,4.3,-3.69666666666667,-3.44333333333333,-3.44333333333333
"IT-Col",13.58814,41.84936,13.6041666666667,41.8541666666667,4647,1156,-0.376666666666667,1.83666666666667,1.83666666666667,0.143333333333333,0.82,0.82,-0.876666666666667,-2.54666666666667,-2.54666666666667,-1.98,-1.49666666666667,-1.49666666666667,-2.49333333333333,1.41666666666667,1.41666666666667,-1.4,0.52,0.52,0.1,-2.32,-2.32,-2.33666666666667,-1.67,-1.67,-0.853333333333333,-1.70333333333333,-1.70333333333333,-3.26333333333333,-3.16,-3.16,-2.49333333333333,-3.3,-3.3,-3.67333333333333,-2.55666666666667,-2.55666666666667,0.28,-2.25,-2.25,-1.39666666666667,-1.12666666666667,-1.12666666666667,-0.393333333333333,-1.44333333333333,-1.44333333333333,2.35666666666667,2.60666666666667,2.60666666666667,-3.33333333333333,-3.62,-3.62,-3.32,1.06333333333333,1.06333333333333,2.61,0.19,0.19,1.30333333333333,2.53,2.53,2.68333333333333,1.50666666666667,1.50666666666667,-4.79666666666667,-5.72333333333333,-5.72333333333333,-2.83333333333333,-1.82,-1.82,-1.68,1.69,1.69,-1.91,-2.69,-2.69,-5.2,-5.1,-5.1,-6.86666666666667,-8.9,-8.9,-6.63333333333333,-5.56666666666667,-5.56666666666667,-6.9,-5,-5,-3.64,-2.30666666666667,-2.30666666666667,1.91666666666667,-0.9,-0.9
"IT-Cpz",12.37611,41.70525,12.3958333333333,41.6875,4618,1160,0.623333333333333,2.73,2.73,1.33333333333333,1.44,1.44,-1.59666666666667,-2.61666666666667,-2.61666666666667,-1.78,-1.79333333333333,-1.79333333333333,-4.75666666666667,-3.97666666666667,-3.97666666666667,-3.21666666666667,-1.07666666666667,-1.07666666666667,1.9,-0.00999999999999997,-0.00999999999999997,0.293333333333333,1.18666666666667,1.18666666666667,-0.593333333333333,-1.12666666666667,-1.12666666666667,-1.86666666666667,-2.01,-2.01,0.956666666666667,-0.37,-0.37,-4.75666666666667,-4.12333333333333,-4.12333333333333,0.15,-2.15666666666667,-2.15666666666667,-1.22666666666667,0.713333333333333,0.713333333333333,0.363333333333333,-0.536666666666667,-0.536666666666667,1.43333333333333,-0.126666666666667,-0.126666666666667,-5.25,-6.32666666666667,-6.32666666666667,-4.84666666666667,-2.93666666666667,-2.93666666666667,3.33666666666667,2.05,2.05,1.51333333333333,2.59,2.59,2.04333333333333,0.573333333333333,0.573333333333333,-4.87666666666667,-5.82666666666667,-5.82666666666667,-2.32333333333333,-2.27333333333333,-2.27333333333333,-1.55333333333333,-0.376666666666667,-0.376666666666667,-2.22,-2.88666666666667,-2.88666666666667,-7.36666666666667,-7.86666666666667,-7.86666666666667,-7.73333333333333,-8.93333333333333,-8.93333333333333,-5.63333333333333,-4.3,-4.3,-7.43333333333333,-6.4,-6.4,-4.50333333333333,-4.14333333333333,-4.14333333333333,2.60666666666667,0.376666666666667,0.376666666666667
"IT-Lav",11.28132,45.9562,11.2708333333333,45.9375,4591,1058,-1.29333333333333,-1.19333333333333,-1.19333333333333,-1.93,-1.66,-1.66,-1.91333333333333,-3.29333333333333,-3.29333333333333,-0.766666666666667,-2.81333333333333,-2.81333333333333,-0.54,1.94333333333333,1.94333333333333,-1.79666666666667,-0.633333333333333,-0.633333333333333,-1.93,-2.07333333333333,-2.07333333333333,-3.63333333333333,-3.69333333333333,-3.69333333333333,-1.39666666666667,-1.30333333333333,-1.30333333333333,-1.52666666666667,-2.86,-2.86,2.22333333333333,1.20666666666667,1.20666666666667,-2.01,1.85,1.85,-2.75666666666667,-5.39666666666667,-5.39666666666667,-1.88333333333333,-2.50666666666667,-2.50666666666667,-2.85333333333333,-3.55666666666667,-3.55666666666667,0.986666666666667,-1.63,-1.63,-5.31333333333333,-4.90666666666667,-4.90666666666667,-2.82666666666667,-1.51666666666667,-1.51666666666667,0.493333333333333,-2.03666666666667,-2.03666666666667,-2.38666666666667,-2.21333333333333,-2.21333333333333,-2.94666666666667,-2.93666666666667,-2.93666666666667,-3.24,-3.37666666666667,-3.37666666666667,1.13,0.39,0.39,-1.14333333333333,0.983333333333333,0.983333333333333,-0.416666666666667,-2.16333333333333,-2.16333333333333,-2.76666666666667,-1.53333333333333,-1.53333333333333,-2.63333333333333,-3.86666666666667,-3.86666666666667,-2.2,-3.93333333333333,-3.93333333333333,-5.3,-4.13333333333333,-4.13333333333333,-3.37333333333333,-2.19666666666667,-2.19666666666667,1.35666666666667,-1.91333333333333,-1.91333333333333
"IT-Lsn",12.750297,45.740482,12.7708333333333,45.7291666666667,4627,1063,-0.673333333333333,1.60666666666667,1.60666666666667,-2.09,-2.69666666666667,-2.69666666666667,-3.12,-4.64,-4.64,-1.12333333333333,-2.38,-2.38,-0.23,2.79333333333333,2.79333333333333,1.2,1.57333333333333,1.57333333333333,-1.27333333333333,-2.48333333333333,-2.48333333333333,-3.17,-3.23,-3.23,-1.44333333333333,-1.68,-1.68,-2.69666666666667,-3.87666666666667,-3.87666666666667,2.25333333333333,-0.183333333333333,-0.183333333333333,-3.04666666666667,-0.0866666666666666,-0.0866666666666666,-2.55333333333333,-5.15,-5.15,-1.59,-1.29,-1.29,-1.75333333333333,-2.08333333333333,-2.08333333333333,1.38333333333333,-1.61666666666667,-1.61666666666667,-1.81333333333333,-2.44,-2.44,-1.87666666666667,-1.68666666666667,-1.68666666666667,0.646666666666667,-1.60333333333333,-1.60333333333333,-1.41333333333333,-1.27666666666667,-1.27666666666667,-2.38,-2.79,-2.79,-3.33,-3.82,-3.82,2.56,1.52,1.52,1.70333333333333,2.39,2.39,-0.66,-1.23333333333333,-1.23333333333333,0.566666666666667,1.96666666666667,1.96666666666667,0.733333333333333,-1.1,-1.1,0.433333333333333,-2.23333333333333,-2.23333333333333,-1.13333333333333,-0.133333333333333,-0.133333333333333,-2.68666666666667,-1.04666666666667,-1.04666666666667,2.72333333333333,1.88,1.88
"IT-MBo",11.04583,46.01468,11.0625,46.0208333333333,4586,1056,-2.06,-2.26,-2.26,-2.21666666666667,-1.61333333333333,-1.61333333333333,0.17,-2.21666666666667,-2.21666666666667,-0.0999999999999999,-3.16333333333333,-3.16333333333333,-0.24,1.45,1.45,-1.87333333333333,-0.576666666666667,-0.576666666666667,-2.09666666666667,-2.03333333333333,-2.03333333333333,-4.08333333333333,-3.92333333333333,-3.92333333333333,1.11,0.27,0.27,-0.99,-2.20666666666667,-2.20666666666667,2.53333333333333,1.76666666666667,1.76666666666667,-3.76,-2.38,-2.38,-3.17,-5.70666666666667,-5.70666666666667,-1.92333333333333,-2.56333333333333,-2.56333333333333,-2.74,-3.53666666666667,-3.53666666666667,-0.333333333333333,-1.52333333333333,-1.52333333333333,-6.54333333333333,-6.03,-6.03,-3.54666666666667,-2.14333333333333,-2.14333333333333,0.596666666666667,-1.85333333333333,-1.85333333333333,-2.19666666666667,-1.91,-1.91,-2.96333333333333,-2.92333333333333,-2.92333333333333,-4.11333333333333,-3.94333333333333,-3.94333333333333,-0.0966666666666667,-0.456666666666667,-0.456666666666667,-1.66666666666667,0.7,0.7,-2.06666666666667,-2.99666666666667,-2.99666666666667,-4.4,-2.8,-2.8,-5.7,-6.4,-6.4,-3.1,-4.66666666666667,-4.66666666666667,-7.76666666666667,-7.06666666666667,-7.06666666666667,-6.08333333333333,-4.25,-4.25,1.02,-1.82666666666667,-1.82666666666667
"IT-Noe",8.15169,40.60618,8.14583333333334,40.6041666666667,4516,1186,1.38333333333333,2.73,2.73,0.29,0.903333333333333,0.903333333333333,0.39,0.42,0.42,-1.56666666666667,-2.18,-2.18,-6.19666666666667,-6.20666666666667,-6.20666666666667,-3.18333333333333,1.75,1.75,-2.42666666666667,-2.83,-2.83,-0.87,-1.08333333333333,-1.08333333333333,-3.84333333333333,-4.59666666666667,-4.59666666666667,-5.79333333333333,-5.08,-5.08,2.54,0.2,0.2,-6.18,-5.69,-5.69,-1.09,-2.09333333333333,-2.09333333333333,1.66,2.29333333333333,2.29333333333333,2.08333333333333,1.51333333333333,1.51333333333333,-3.31333333333333,-4.86333333333333,-4.86333333333333,-7.13333333333333,-7.52666666666667,-7.52666666666667,-6.63333333333333,-5.71,-5.71,3.31666666666667,1.87333333333333,1.87333333333333,1.63,3.2,3.2,3.27333333333333,1.80666666666667,1.80666666666667,0.186666666666667,-0.22,-0.22,1.44333333333333,0.543333333333333,0.543333333333333,1.12666666666667,-0.733333333333333,-0.733333333333333,0.346666666666667,-1.52666666666667,-1.52666666666667,-4.03333333333333,-4.93333333333333,-4.93333333333333,-4,-4.9,-4.9,-2.73333333333333,0.366666666666667,0.366666666666667,-1.53333333333333,-1.66666666666667,-1.66666666666667,-2.52,-3.20333333333333,-3.20333333333333,3.65666666666667,1.57333333333333,1.57333333333333
"IT-Ren",11.43369,46.58686,11.4375,46.6041666666667,4595,1042,-2.17666666666667,-0.05,-0.05,-0.483333333333333,-2.33333333333333,-2.33333333333333,-1.38666666666667,-3.07666666666667,-3.07666666666667,-1.57666666666667,-2.92333333333333,-2.92333333333333,-1.32,1.59333333333333,1.59333333333333,-2.23333333333333,-0.0466666666666667,-0.0466666666666667,1.72333333333333,1.81666666666667,1.81666666666667,-2.28,-2.08,-2.08,1.66,2.32,2.32,0.763333333333333,-2.25333333333333,-2.25333333333333,2.83,1.89333333333333,1.89333333333333,-0.53,0.383333333333333,0.383333333333333,-2.40333333333333,-5.06666666666667,-5.06666666666667,-2.53333333333333,-2.92,-2.92,-3.30666666666667,-4.25333333333333,-4.25333333333333,-1.63666666666667,-2.72333333333333,-2.72333333333333,-3.5,-3.90666666666667,-3.90666666666667,-0.326666666666667,-0.693333333333333,-0.693333333333333,0.356666666666667,-2.51333333333333,-2.51333333333333,-2.66666666666667,-1.91666666666667,-1.91666666666667,-2.39666666666667,-2.75666666666667,-2.75666666666667,-3.15666666666667,-3.29333333333333,-3.29333333333333,1.22333333333333,-0.616666666666667,-0.616666666666667,-1.59666666666667,-0.2,-0.2,0.213333333333333,-0.776666666666667,-0.776666666666667,0.4,1.56666666666667,1.56666666666667,-1.3,-1.76666666666667,-1.76666666666667,-0.566666666666667,-4.13333333333333,-4.13333333333333,-3.93333333333333,-4.96666666666667,-4.96666666666667,-2.96,-2.98333333333333,-2.98333333333333,1.56666666666667,-0.343333333333333,-0.343333333333333
"IT-Ro1",11.93001,42.40812,11.9375,42.3958333333333,4607,1143,-1.90333333333333,-1.18666666666667,-1.18666666666667,-2.87666666666667,-2.09,-2.09,-3.85333333333333,-4.84333333333333,-4.84333333333333,-2.86333333333333,-2.56,-2.56,-4.53666666666667,-3.81666666666667,-3.81666666666667,-2.81666666666667,-2.31,-2.31,-1.78666666666667,-1.76,-1.76,1.66666666666667,1.39666666666667,1.39666666666667,-1.57666666666667,-2.03666666666667,-2.03666666666667,-3.02,-3.15666666666667,-3.15666666666667,0.363333333333333,-0.943333333333333,-0.943333333333333,-3.97333333333333,-2.88,-2.88,-2.42,-3.15666666666667,-3.15666666666667,-1.96333333333333,-2.50666666666667,-2.50666666666667,-2.74,-3.32,-3.32,1.18333333333333,-0.27,-0.27,-4.82333333333333,-5.01,-5.01,-5.43,-4.21,-4.21,2.51,1.94333333333333,1.94333333333333,1.60333333333333,1.95,1.95,-0.423333333333333,-1.52,-1.52,-5.31,-6.01,-6.01,-1.14,-1.39,-1.39,-1.3,-1.35333333333333,-1.35333333333333,-3.74333333333333,-4.44666666666667,-4.44666666666667,-6.66666666666667,-6.1,-6.1,-6.2,-7.2,-7.2,-4.76666666666667,-4.3,-4.3,-6.43333333333333,-5.2,-5.2,-4.28666666666667,-3.00333333333333,-3.00333333333333,1.85,0.286666666666667,0.286666666666667
"IT-Ro2",11.92093,42.39026,11.9375,42.3958333333333,4607,1143,-1.90333333333333,-1.18666666666667,-1.18666666666667,-2.87666666666667,-2.09,-2.09,-3.85333333333333,-4.84333333333333,-4.84333333333333,-2.86333333333333,-2.56,-2.56,-4.53666666666667,-3.81666666666667,-3.81666666666667,-2.81666666666667,-2.31,-2.31,-1.78666666666667,-1.76,-1.76,1.66666666666667,1.39666666666667,1.39666666666667,-1.57666666666667,-2.03666666666667,-2.03666666666667,-3.02,-3.15666666666667,-3.15666666666667,0.363333333333333,-0.943333333333333,-0.943333333333333,-3.97333333333333,-2.88,-2.88,-2.42,-3.15666666666667,-3.15666666666667,-1.96333333333333,-2.50666666666667,-2.50666666666667,-2.74,-3.32,-3.32,1.18333333333333,-0.27,-0.27,-4.82333333333333,-5.01,-5.01,-5.43,-4.21,-4.21,2.51,1.94333333333333,1.94333333333333,1.60333333333333,1.95,1.95,-0.423333333333333,-1.52,-1.52,-5.31,-6.01,-6.01,-1.14,-1.39,-1.39,-1.3,-1.35333333333333,-1.35333333333333,-3.74333333333333,-4.44666666666667,-4.44666666666667,-6.66666666666667,-6.1,-6.1,-6.2,-7.2,-7.2,-4.76666666666667,-4.3,-4.3,-6.43333333333333,-5.2,-5.2,-4.28666666666667,-3.00333333333333,-3.00333333333333,1.85,0.286666666666667,0.286666666666667
"IT-SR2",10.29091,43.73202,10.2708333333333,43.7291666666667,4567,1111,1.86333333333333,2.95666666666667,2.95666666666667,0.85,1.88666666666667,1.88666666666667,-1.89,-3.20333333333333,-3.20333333333333,-1.13666666666667,-0.166666666666667,-0.166666666666667,-0.26,0.176666666666667,0.176666666666667,-0.94,-1.07333333333333,-1.07333333333333,-1.61666666666667,-3.55,-3.55,-3.14,-2.94666666666667,-2.94666666666667,-3.09,-3.11333333333333,-3.11333333333333,-2.24,-3.32666666666667,-3.32666666666667,2.91333333333333,0.223333333333333,0.223333333333333,-2.39666666666667,-0.453333333333333,-0.453333333333333,-0.396666666666667,-4.74333333333333,-4.74333333333333,-0.93,-1.17333333333333,-1.17333333333333,-1.47333333333333,-2.50333333333333,-2.50333333333333,-1.14666666666667,-4.15333333333333,-4.15333333333333,-5.58333333333333,-6.48,-6.48,-6.65,-5.62666666666667,-5.62666666666667,-1.92333333333333,-3.20666666666667,-3.20666666666667,-3.00666666666667,-1.51333333333333,-1.51333333333333,-0.856666666666667,-2.97333333333333,-2.97333333333333,-6.65333333333333,-8.00333333333333,-8.00333333333333,3.53,2.05333333333333,2.05333333333333,1.55666666666667,0.27,0.27,-1.05333333333333,-3.14666666666667,-3.14666666666667,-6.16666666666667,-6.93333333333333,-6.93333333333333,-7,-9.03333333333333,-9.03333333333333,-5.8,-5.06666666666667,-5.06666666666667,-7,-7.46666666666667,-7.46666666666667,-3.71666666666667,-2.92333333333333,-2.92333333333333,1.36666666666667,-1.14666666666667,-1.14666666666667
"IT-SRo",10.28444,43.72786,10.2708333333333,43.7291666666667,4567,1111,1.86333333333333,2.95666666666667,2.95666666666667,0.85,1.88666666666667,1.88666666666667,-1.89,-3.20333333333333,-3.20333333333333,-1.13666666666667,-0.166666666666667,-0.166666666666667,-0.26,0.176666666666667,0.176666666666667,-0.94,-1.07333333333333,-1.07333333333333,-1.61666666666667,-3.55,-3.55,-3.14,-2.94666666666667,-2.94666666666667,-3.09,-3.11333333333333,-3.11333333333333,-2.24,-3.32666666666667,-3.32666666666667,2.91333333333333,0.223333333333333,0.223333333333333,-2.39666666666667,-0.453333333333333,-0.453333333333333,-0.396666666666667,-4.74333333333333,-4.74333333333333,-0.93,-1.17333333333333,-1.17333333333333,-1.47333333333333,-2.50333333333333,-2.50333333333333,-1.14666666666667,-4.15333333333333,-4.15333333333333,-5.58333333333333,-6.48,-6.48,-6.65,-5.62666666666667,-5.62666666666667,-1.92333333333333,-3.20666666666667,-3.20666666666667,-3.00666666666667,-1.51333333333333,-1.51333333333333,-0.856666666666667,-2.97333333333333,-2.97333333333333,-6.65333333333333,-8.00333333333333,-8.00333333333333,3.53,2.05333333333333,2.05333333333333,1.55666666666667,0.27,0.27,-1.05333333333333,-3.14666666666667,-3.14666666666667,-6.16666666666667,-6.93333333333333,-6.93333333333333,-7,-9.03333333333333,-9.03333333333333,-5.8,-5.06666666666667,-5.06666666666667,-7,-7.46666666666667,-7.46666666666667,-3.71666666666667,-2.92333333333333,-2.92333333333333,1.36666666666667,-1.14666666666667,-1.14666666666667
"IT-Tor",7.57806,45.84444,7.5625,45.8541666666667,4502,1060,-1.17666666666667,-1.9,-1.9,-3.24333333333333,-2.17333333333333,-2.17333333333333,-1.80333333333333,-1.84333333333333,-1.84333333333333,1.17333333333333,-0.813333333333333,-0.813333333333333,2.03666666666667,0.98,0.98,-1.60333333333333,-1.81666666666667,-1.81666666666667,-2.39,-1.01666666666667,-1.01666666666667,-1.85,-2.5,-2.5,-1.43,-0.2,-0.2,-1.60666666666667,-2.08333333333333,-2.08333333333333,2.63666666666667,1.42666666666667,1.42666666666667,-1.71333333333333,0.77,0.77,-2.74666666666667,-4.10333333333333,-4.10333333333333,-2.35666666666667,-2.86333333333333,-2.86333333333333,-3.42333333333333,-3.86666666666667,-3.86666666666667,-1.57,-2.34666666666667,-2.34666666666667,-2.35666666666667,0.0866666666666667,0.0866666666666667,-1.56666666666667,-1.43333333333333,-1.43333333333333,-0.836666666666667,-1.59666666666667,-1.59666666666667,-2.13333333333333,-1.80333333333333,-1.80333333333333,-3.93333333333333,-3.87333333333333,-3.87333333333333,-2.92,-2.86666666666667,-2.86666666666667,1.48333333333333,0.54,0.54,1.65666666666667,0.49,0.49,-0.81,-2.63,-2.63,-2.03333333333333,-0.933333333333333,-0.933333333333333,-2.56666666666667,-3.46666666666667,-3.46666666666667,-1.43333333333333,-2.76666666666667,-2.76666666666667,-3.76666666666667,-3.13333333333333,-3.13333333333333,-0.886666666666667,-2.71,-2.71,-2.62333333333333,0.29,0.29
"NL-Hor",5.0713,52.24035,5.0625,52.2291666666667,4442,907,-3.85666666666667,-2.59333333333333,-2.59333333333333,-2.96333333333333,-2.93,-2.93,-2.00333333333333,-1.62666666666667,-1.62666666666667,3.21666666666667,2.12333333333333,2.12333333333333,3.69,0.723333333333333,0.723333333333333,-4.08,-4.83,-4.83,-3.46,-2.10333333333333,-2.10333333333333,-1.54666666666667,2.4,2.4,4.61666666666667,3.04333333333333,3.04333333333333,2.43666666666667,1.86,1.86,3.07333333333333,1.5,1.5,2.28,1.76666666666667,1.76666666666667,-1.80666666666667,-3.33666666666667,-3.33666666666667,-2.43,-1.80666666666667,-1.80666666666667,-0.773333333333333,0.45,0.45,0.226666666666667,-0.183333333333333,-0.183333333333333,-0.41,0.723333333333333,0.723333333333333,-0.333333333333333,-1.59,-1.59,-1.15,-2.14333333333333,-2.14333333333333,-2.09666666666667,-2.62333333333333,-2.62333333333333,-1.96666666666667,-2.35333333333333,-2.35333333333333,-1.32,-0.0433333333333334,-0.0433333333333334,-0.966666666666667,-1.87333333333333,-1.87333333333333,-1.64666666666667,-0.663333333333333,-0.663333333333333,-1.01333333333333,-2.12666666666667,-2.12666666666667,1.26666666666667,1.2,1.2,-3.66666666666667,-4.2,-4.2,1.23333333333333,-1.63333333333333,-1.63333333333333,-4.4,-4.76666666666667,-4.76666666666667,-2.59333333333333,-4.01,-4.01,-0.653333333333333,2.47333333333333,2.47333333333333
"NL-Loo",5.74356,52.16658,5.72916666666666,52.1458333333333,4458,909,-4.02666666666667,-2.86333333333333,-2.86333333333333,-3.18666666666667,-3.27666666666667,-3.27666666666667,-1.90666666666667,-1.78666666666667,-1.78666666666667,3.37333333333333,2.19666666666667,2.19666666666667,3.99333333333333,1.95,1.95,-4.1,-4.9,-4.9,-3.48,-2.05666666666667,-2.05666666666667,-1.56333333333333,2.48,2.48,4.62333333333333,2.95666666666667,2.95666666666667,2.23333333333333,1.6,1.6,2.64,1.21,1.21,2.28333333333333,1.72666666666667,1.72666666666667,-1.73666666666667,-3.29333333333333,-3.29333333333333,-2.47,-1.81666666666667,-1.81666666666667,-0.0633333333333333,0.413333333333333,0.413333333333333,0.31,-0.296666666666667,-0.296666666666667,-0.46,0.683333333333333,0.683333333333333,-0.253333333333333,-1.35,-1.35,-1.12,-2.13,-2.13,-2.12666666666667,-2.72,-2.72,-1.91333333333333,-2.47666666666667,-2.47666666666667,-1.38,-0.156666666666667,-0.156666666666667,-0.946666666666667,-1.76666666666667,-1.76666666666667,-1.84333333333333,-0.733333333333333,-0.733333333333333,-0.996666666666667,-2.14,-2.14,1.26666666666667,1.23333333333333,1.23333333333333,-3.83333333333333,-4.26666666666667,-4.26666666666667,1.16666666666667,-1.8,-1.8,-4.56666666666667,-5.63333333333333,-5.63333333333333,-2.88333333333333,-4.42666666666667,-4.42666666666667,-0.63,2.49666666666667,2.49666666666667
"RU-Fy2",32.9019,56.4476,32.8958333333333,56.4375,5110,806,3.33,5.27333333333333,5.27333333333333,2.49,-1.95,-1.95,-0.986666666666667,-1.40333333333333,-1.40333333333333,1.58,0.496666666666667,0.496666666666667,1.72333333333333,0.243333333333333,0.243333333333333,-2.83666666666667,-2.94666666666667,-2.94666666666667,-0.166666666666667,0.74,0.74,1.72,3.5,3.5,3.07666666666667,-3.38333333333333,-3.38333333333333,-1.24333333333333,1.85333333333333,1.85333333333333,1.60333333333333,0.57,0.57,-1.05,-3.79,-3.79,-2.94333333333333,2.66333333333333,2.66333333333333,2.88333333333333,1.52333333333333,1.52333333333333,1.46,2.57333333333333,2.57333333333333,-2.7,-2.47333333333333,-2.47333333333333,0.876666666666667,-2.15,-2.15,0.0466666666666666,1.99,1.99,1.53333333333333,2.93666666666667,2.93666666666667,4.09,2.30666666666667,2.30666666666667,0.856666666666667,-1.28,-1.28,2.52666666666667,2.86333333333333,2.86333333333333,3.31,3.44333333333333,3.44333333333333,1.04333333333333,-0.606666666666667,-0.606666666666667,-1.75333333333333,-2.74333333333333,-2.74333333333333,-1.73333333333333,0.933333333333333,0.933333333333333,2.43333333333333,3.8,3.8,3.26666666666667,1.5,1.5,-2.23333333333333,-2.86666666666667,-2.86666666666667,-0.156666666666667,1.01333333333333,1.01333333333333,-0.0133333333333333,-0.95,-0.95
